start time(ohne Tag),count,count_anteilig,gleitender_MW_15min,gleitender_Stundenwert_aus_MW
20:30,34,0.005475922048639072,0.008576260267353843,0.03430504106941537
20:45,63,0.010146561443066516,0.007972298276695119,0.031889193106780477
21:00,51,0.008213883072958608,0.0074891286841681426,0.02995651473667257
21:15,38,0.006120148172008375,0.008415203736511515,0.03366081494604606
21:30,57,0.009180222258012563,0.007046223224351747,0.02818489289740699
21:45,29,0.004670639394427444,0.006281204702850701,0.025124818811402803
22:00,32,0.005153808986954421,0.006120148172008375,0.0244805926880335
22:15,34,0.005475922048639072,0.0046303752617168625,0.01852150104686745
22:30,20,0.003221130616846513,0.004429054598163956,0.017716218392655823
22:45,24,0.0038653567402158156,0.004509582863585118,0.018038331454340473
23:00,34,0.005475922048639072,0.0037043002093734897,0.014817200837493959
23:15,14,0.002254791431792559,0.0033821871476888386,0.013528748590755355
